date,open,high,low,close,adj_close,change,volume
"Nov 25, 2024",29.83,30.72,29.73,30.68,30.68,3.72%,"8,465,097"
"Nov 22, 2024",29.16,29.70,29.05,29.58,29.58,1.48%,"6,026,675"
"Nov 21, 2024",28.41,29.26,28.27,29.15,29.15,2.71%,"5,054,906"
"Nov 20, 2024",27.62,28.45,27.53,28.38,28.38,2.60%,"6,762,699"
"Nov 19, 2024",27.24,27.77,27.06,27.66,27.66,0.51%,"5,294,146"
"Nov 18, 2024",27.04,27.55,26.88,27.52,27.52,1.59%,"6,702,064"
"Nov 15, 2024",29.14,29.20,27.01,27.09,27.09,-7.23%,"10,277,402"
"Nov 14, 2024",29.33,29.49,29.05,29.20,29.20,-0.31%,"5,025,501"
"Nov 13, 2024",29.18,29.46,29.08,29.29,29.29,0.14%,"3,573,120"
"Nov 12, 2024",29.51,29.75,29.04,29.25,29.25,-1.25%,"4,461,228"
"Nov 11, 2024",30.04,30.06,29.56,29.62,29.62,-0.70%,"3,206,562"
"Nov 8, 2024",30.03,30.14,29.73,29.83,29.83,-0.80%,"3,709,165"
"Nov 7, 2024",30.39,30.47,29.90,30.07,30.07,-1.02%,"4,575,156"
"Nov 6, 2024",30.96,31.00,30.01,30.38,30.38,2.05%,"5,510,539"
"Nov 5, 2024",29.67,29.81,29.44,29.77,29.77,0.92%,"2,965,801"
"Nov 4, 2024",29.48,29.53,29.30,29.50,29.50,0.07%,"2,364,443"
"Nov 1, 2024",29.56,29.81,29.43,29.48,29.48,0.27%,"2,852,413"
"Oct 31, 2024",29.86,29.96,29.37,29.40,29.40,-1.84%,"3,577,985"
"Oct 30, 2024",29.89,30.20,29.88,29.95,29.95,-0.27%,"2,796,533"
"Oct 29, 2024",30.40,30.40,29.96,30.03,30.03,-0.69%,"2,540,620"
"Oct 28, 2024",29.88,30.30,29.88,30.24,30.24,1.48%,"3,132,174"
"Oct 25, 2024",30.08,30.18,29.74,29.80,29.80,-0.30%,"2,758,024"
"Oct 24, 2024",30.24,30.30,29.86,29.89,29.89,-0.50%,"3,691,815"
"Oct 23, 2024",29.38,30.43,29.33,30.04,30.04,0.87%,"6,389,978"
"Oct 22, 2024",31.44,31.56,29.28,29.78,29.78,-5.82%,"9,297,084"
"Oct 21, 2024",32.00,32.18,31.58,31.62,31.62,-1.28%,"6,207,810"
"Oct 18, 2024",32.17,32.21,31.79,32.03,32.03,-0.09%,"3,450,926"
"Oct 17, 2024",32.08,32.15,31.69,32.06,32.06,0.41%,"3,501,038"
"Oct 16, 2024",31.60,31.95,31.23,31.93,31.93,0.95%,"4,565,242"
"Oct 15, 2024",31.72,32.00,31.59,31.63,31.63,0.41%,"4,011,883"
"Oct 14, 2024",31.39,31.53,31.24,31.50,31.50,0.35%,"2,942,468"
"Oct 11, 2024",31.08,31.45,31.05,31.39,31.39,1.06%,"5,823,651"
"Oct 10, 2024",30.98,31.08,30.79,31.06,31.06,0.13%,"2,546,136"
"Oct 9, 2024",30.91,31.27,30.81,31.02,31.02,0.49%,"3,875,728"
"Oct 8, 2024",30.64,30.94,30.51,30.87,30.87,0.68%,"4,964,963"
"Oct 7, 2024",30.70,30.83,30.49,30.66,30.66,-0.42%,"3,425,652"
"Oct 4, 2024",31.19,31.38,30.70,30.79,30.79,-0.10%,"2,658,510"
"Oct 3, 2024",30.83,30.98,30.56,30.82,30.82,-0.80%,"3,125,175"
"Oct 2, 2024",31.06,31.50,31.00,31.07,31.07,-0.48%,"3,606,820"
"Oct 1, 2024",31.49,31.57,30.83,31.22,31.22,-1.30%,"3,268,504"
"Sep 30, 2024",31.18,31.76,31.12,31.63,31.63,0.03%,"4,097,200"
"Sep 27, 2024",31.65,32.02,31.37,31.62,31.62,0.41%,"4,019,627"
"Sep 26, 2024",30.97,31.53,30.92,31.49,31.49,2.51%,"2,856,196"
"Sep 25, 2024",31.34,31.41,30.67,30.72,30.72,-1.60%,"3,145,629"
"Sep 24, 2024",31.27,31.43,31.13,31.22,31.22,-0.26%,"4,438,682"
"Sep 23, 2024",31.27,31.33,30.97,31.30,31.30,0.61%,"3,302,882"
"Sep 20, 2024",31.49,31.49,30.98,31.11,31.11,-1.21%,"8,046,640"
"Sep 19, 2024",31.72,31.79,31.04,31.49,31.49,1.32%,"4,306,514"
"Sep 18, 2024",31.23,31.57,31.05,31.08,31.08,-0.48%,"4,271,398"
"Sep 17, 2024",31.38,31.57,31.02,31.23,31.23,0.19%,"3,428,400"
"Sep 16, 2024",31.11,31.46,31.06,31.17,31.17,1.04%,"3,640,069"
"Sep 13, 2024",30.65,31.16,30.54,30.85,30.85,1.02%,"2,886,229"
"Sep 12, 2024",29.65,30.61,29.28,30.54,30.54,-1.26%,"5,065,243"
"Sep 11, 2024",31.06,31.10,30.50,30.93,30.93,-0.71%,"2,654,910"
"Sep 10, 2024",31.06,31.23,30.82,31.15,31.15,0.29%,"3,521,226"
"Sep 9, 2024",31.10,31.33,30.95,31.06,31.06,-0.10%,"5,363,211"
"Sep 6, 2024",31.43,31.82,30.97,31.09,31.09,-1.18%,"3,114,293"
"Sep 5, 2024",31.70,31.73,31.24,31.46,31.46,-0.03%,"3,741,444"
"Sep 4, 2024",31.90,32.26,29.79,31.47,31.47,-1.50%,"8,218,257"
"Sep 3, 2024",32.07,32.15,31.76,31.95,31.95,-2.02%,"2,500,299"
"Aug 30, 2024",32.47,32.66,32.33,32.61,32.28,0.71%,"3,583,878"
"Aug 29, 2024",32.60,32.71,32.20,32.38,32.05,0.06%,"2,064,747"
"Aug 28, 2024",32.44,32.59,32.22,32.36,32.03,-0.40%,"1,605,141"
"Aug 27, 2024",32.32,32.62,32.29,32.49,32.16,0.34%,"1,784,107"
"Aug 26, 2024",32.36,32.73,32.23,32.38,32.05,0.56%,"2,208,677"
"Aug 23, 2024",31.87,32.36,31.70,32.20,31.87,1.71%,"2,067,562"
"Aug 22, 2024",31.65,31.78,31.45,31.66,31.34,0.03%,"1,596,168"
"Aug 21, 2024",31.41,31.67,31.25,31.65,31.33,1.28%,"1,704,257"
"Aug 20, 2024",31.25,31.38,31.14,31.25,30.93,-0.35%,"2,259,894"
"Aug 19, 2024",31.22,31.47,31.17,31.36,31.04,0.45%,"3,493,017"
"Aug 16, 2024",31.07,31.38,31.01,31.22,30.90,0.48%,"2,452,666"
"Aug 15, 2024",30.96,31.14,30.81,31.07,30.75,1.77%,"3,050,558"
