date,open,high,low,close,adj_close,change,volume
"Nov 25, 2024",612.18,625.86,609.98,624.19,624.19,2.48%,"1,187,783"
"Nov 22, 2024",602.08,610.75,602.08,609.09,609.09,1.99%,"270,390"
"Nov 21, 2024",605.57,605.72,596.77,597.21,597.21,-0.65%,"322,682"
"Nov 20, 2024",599.68,602.33,596.04,601.14,601.14,0.24%,"236,621"
"Nov 19, 2024",599.12,603.77,597.60,599.68,599.68,-0.25%,"269,380"
"Nov 18, 2024",597.10,603.53,596.04,601.19,601.19,0.68%,"225,405"
"Nov 15, 2024",611.67,611.67,595.50,597.10,597.10,-2.80%,"252,742"
"Nov 14, 2024",619.12,624.18,612.55,614.28,614.28,-0.42%,"281,830"
"Nov 13, 2024",621.40,628.00,614.22,616.87,616.87,-0.36%,"243,869"
"Nov 12, 2024",613.35,620.04,609.34,619.12,619.12,0.96%,"234,661"
"Nov 11, 2024",624.87,629.96,612.91,613.23,613.23,-1.60%,"307,381"
"Nov 8, 2024",617.00,627.52,611.33,623.22,623.22,1.28%,"307,195"
"Nov 7, 2024",604.23,619.76,604.23,615.35,615.35,2.01%,"271,076"
"Nov 6, 2024",621.66,625.00,595.31,603.20,603.20,-0.52%,"356,395"
"Nov 5, 2024",600.75,607.00,597.05,606.35,606.35,0.96%,"191,652"
"Nov 4, 2024",604.61,605.11,596.54,600.61,600.61,-0.36%,"150,037"
"Nov 1, 2024",605.63,610.35,602.26,602.75,602.75,-0.47%,"238,961"
"Oct 31, 2024",612.88,616.26,603.56,605.59,605.59,-1.50%,"250,771"
"Oct 30, 2024",613.53,616.62,609.21,614.80,614.80,0.22%,"233,421"
"Oct 29, 2024",605.00,616.81,605.00,613.48,613.48,1.34%,"317,397"
"Oct 28, 2024",608.51,609.78,604.60,605.39,605.39,-0.08%,"195,230"
"Oct 25, 2024",613.50,617.17,604.71,605.86,605.86,-0.95%,"238,251"
"Oct 24, 2024",593.86,631.43,587.13,611.67,611.67,5.06%,"597,972"
